time,Volume,Vol Snow,Vol Blue Ice,Vol White Ice,Tot Inflow Vol,Tot Outflow Vol,Overflow Vol,Evaporation,Rain,Local Runoff,Snowfall,Lake Level,Surface Area,Blue Ice Thickness,Snow Thickness,Snow Density,White Ice Thickness,Albedo,Max Temp,Min Temp,Surface Temp,Daily Qsw,Daily Qe,Daily Qh,Daily Qlw,Light,Benthic Light,Surface Wave Height,Surface Wave Length,Surface Wave Period,LakeNumber,Max dT/dz,CD,CHE,z/L
2009-01-11 24:00:00,486038082.471318,    0.000000,    0.000000,    0.000000,525397.492800,558677.952000,    0.000000,-41085.333246, 3484.261175,    0.000000,    0.000000,   24.979620,39769385.811210,    0.000000,    0.000000,    0.000000,    0.000000,    0.099704,    1.962702,    1.317692,    1.317692,   38.156689,  -29.881521,  -67.222885,  -98.787827,    0.000000,    0.000000,    0.151166,    3.684312,    1.536150,   52.237847,    0.132508,    0.001300,    0.001500,    0.000000
2009-01-12 24:00:00,486103755.609179,    0.000000,    0.000000,    0.000000,508585.996800,557262.676800,    0.000000,-32805.967682,150591.883727,    0.000000,    0.000000,   24.981321,39776113.564172,    0.000000,    0.000000,    0.000000,    0.000000,    0.099643,    1.961774,    0.700422,    0.700422,   79.795004,  -23.860872,  -57.079725, -105.206027,    0.000000,    0.000000,    0.141349,    3.456459,    1.487891,   30.250001,    0.132508,    0.001300,    0.001500,    0.000000
2009-01-13 24:00:00,485951115.541733,    0.000000,    0.000000,    0.000000,496003.348800,558303.710400,    0.000000,-93052.248212,    0.000000,    0.000000,    0.000000,   24.977368,39760476.658441,    0.000000,    0.000000,    0.000000,    0.000000,    0.099575,    1.252634,    0.059008,    0.059008,   83.720196,  -67.660743, -165.409837, -135.389304,    0.000000,    0.000000,    0.041047,    1.051936,    0.820824,   43.085794,    0.240013,    0.001300,    0.001500,    0.000000
2009-01-14 24:00:00,485917579.680093,    0.000000,    0.000000,    0.000000,498448.252800,555551.395200,    0.000000,-75390.369159,99656.025558,    0.000000,    0.000000,   24.976499,39757041.144320,    0.000000,    0.000000,    0.000000,    0.000000,    0.099501,    0.912713,    0.826008,    0.826008,   62.307649,  -54.844157, -149.826650, -134.067895,    0.000000,    0.000000,    0.250506,    5.918972,    1.947057,    0.717263,    0.239518,    0.001300,    0.001500,    0.000000
2009-01-15 24:00:00,485644049.852753,    0.000000,    0.000000,    0.000000,378240.926400,549956.563200,    0.000000,-104819.433618,    0.000000,    0.000000,    0.000000,   24.969415,39729019.929470,    0.000000,    0.000000,    0.000000,    0.000000,    0.099422,    0.704031,    0.570206,    0.570206,  101.855830,  -76.313913, -268.123228, -204.688994,    0.000000,    0.000000,    0.182662,    4.406067,    1.679890,   44.113884,    0.175756,    0.001300,    0.001500,    0.000000
2009-01-16 24:00:00,485394636.752457,    0.000000,    0.000000,    0.000000,369447.912000,542197.972800,    0.000000,-80406.138186, 1533.425087,    0.000000,    0.000000,   24.962956,39703469.304378,    0.000000,    0.000000,    0.000000,    0.000000,    0.099337,    0.741039,    0.371122,    0.371122,   96.316176,  -58.590860, -201.463424, -178.069234,    0.000000,    0.000000,    0.224453,    5.344098,    1.850089,   52.927483,    0.193807,    0.001300,    0.001500,    0.000000
2009-01-17 24:00:00,485227424.415236,    0.000000,    0.000000,    0.000000,427672.224000,535524.264000,    0.000000,-86666.612891,25673.708195,    0.000000,    0.000000,   24.958625,39686339.571681,    0.000000,    0.000000,    0.000000,    0.000000,    0.080000,    0.390731,    0.280675,    0.280675,   63.294027,  -63.125147, -129.496954,  -68.741278,    0.000000,    0.000000,    0.284941,    6.667259,    2.066470,    2.391022,    0.205971,    0.001300,    0.001500,    0.000000
2009-01-18 24:00:00,485086621.289098,    0.000000,    0.000000,    0.000000,419220.792000,529311.240000,    0.000000,-48851.834435,17285.664492,    0.000000,    0.000000,   24.954979,39671915.277674,    0.000000,    0.000000,    0.000000,    0.000000,    0.099150,    0.351176,    0.228110,    0.228110,   56.395428,  -35.633588,  -80.249911,  -89.625370,    0.000000,    0.000000,    0.157894,    3.839449,    1.568158,   43.603603,    0.201537,    0.001300,    0.001500,    0.000000
2009-01-19 24:00:00,483064992.000705,    0.000000,1941606.902783,    0.000000,412304.040000,523389.902400,    0.000000,-42091.180348,31148.349713,    0.000000,    0.000000,   24.902622,39464813.517735,    0.053652,    0.000000,    0.000000,    0.000000,    0.080000,    0.331074,    0.224186,    0.224186,   67.397541,  -30.779307,  -56.324858,  -87.936192,  110.118603,    0.000000,    0.159641,    3.879640,    1.576345,    6.725333,    0.205938,    0.001300,    0.001500,    0.000000
2009-01-20 24:00:00,482177649.130374,    0.000000,2705036.873851,    0.000000,407146.046400,516538.771200,    0.000000,-28114.408682,    0.000000,    0.000000,    0.000000,   24.879560,39374073.700192,    0.074919,    0.000000,  100.000000,    0.000000,    0.171400,    0.523375,    0.433490,    0.433490,   83.024978,  -20.272271,   -0.001648,  -87.608912,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    7.184245,    0.180721,    0.001300,    0.001500,    0.000000
2009-01-21 24:00:00,481388116.240747,    0.000000,3424786.638228,    0.000000,452850.436800,508231.627200,    0.000000,-24746.583357,    0.000000,    0.000000,    0.000000,   24.859031,39293354.534843,    0.095048,    0.000000,  100.000000,    0.000000,    0.236489,    0.696681,    0.618141,    0.618141,   83.549220,  -17.880512,   -0.001584,  -92.661345,  117.569024,    0.000000,    0.159641,    3.879640,    1.576345,    4.058621,    0.150009,    0.001300,    0.001500,    0.000000
2009-01-22 24:00:00,480732947.104034,    0.000000,4016578.314646,    0.000000,445541.040000,499977.489600,    0.000000,-15056.160157,    0.000000,    0.000000,    0.000000,   24.841996,39226372.263968,    0.111663,    0.000000,  100.000000,    0.000000,    0.264707,    0.852383,    0.779799,    0.779799,   82.585122,  -10.897325,   -0.001282,  -90.672263,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    2.652403,    0.237013,    0.001300,    0.001500,    0.000000
2009-01-23 24:00:00,479980592.305943,    0.000000,4689740.727190,    0.000000,438731.208000,491821.502400,    0.000000,-30763.786733,    0.000000,    0.000000,    0.000000,   24.822434,39149454.060628,    0.130633,    0.000000,  100.000000,    0.000000,    0.281678,    1.026237,    0.948151,    0.948151,   80.725742,  -22.309914,   -0.001105,  -93.101702,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    0.850891,    0.236649,    0.001300,    0.001500,    0.000000
2009-01-24 24:00:00,478931586.672949,    0.000000,5658774.064301,    0.000000,431500.564800,484415.467200,    0.000000,-29843.908880,    0.000000,    0.000000,    0.000000,   24.795139,39042245.792081,    0.158059,    0.000000,  100.000000,    0.000000,    0.297409,    1.243534,    1.158413,    1.158413,   84.740530,  -21.702248,   -0.002575, -131.488178,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    1.975441,    0.236140,    0.001300,    0.001500,    0.000000
2009-01-25 24:00:00,478273514.095040,    0.000000,6239135.742753,    0.000000,424879.905600,477772.430400,    0.000000,-25642.401075,    0.000000,    0.000000,    0.000000,   24.777960,38975102.772823,    0.174569,    0.000000,  100.000000,    0.000000,    0.315981,    1.372912,    1.284805,    1.284805,   64.635549,  -18.679069,   -0.002731,  -89.883709,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    3.188566,    0.235821,    0.001300,    0.001500,    0.000000
2009-01-26 24:00:00,477875287.359648,    0.000000,6562008.049549,    0.000000,419707.483200,471059.452800,    0.000000,-23179.910583,    0.000000,    0.000000,    0.000000,   24.767564,38934471.775177,    0.183795,    0.000000,  100.000000,    0.000000,    0.325566,    1.457902,    1.368687,    1.368687,   62.640150,  -16.902902,   -0.002193,  -63.868926,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    3.009834,    0.235630,    0.001300,    0.001500,    0.000000
2009-01-27 24:00:00,477578144.134495,    0.000000,6797166.139480,    0.000000,414604.051200,464275.108800,    0.000000,-11058.723190,    0.000000,    0.000000,    0.000000,   24.759807,38904154.308748,    0.190530,    0.000000,  100.000000,    0.000000,    0.330528,    1.534816,    0.921026,    0.921026,   59.898445,   -8.070358,   -0.001947,  -61.449078,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,   17.957790,    0.230783,    0.001300,    0.001500,    0.000000
2009-01-28 24:00:00,477334781.754502,    0.000000,6971081.299112,    0.000000,409661.798400,457474.305600,    0.000000,-20218.625115,    0.000000,    0.000000,    0.000000,   24.753454,38879324.091664,    0.195529,    0.000000,  100.000000,    0.000000,    0.333996,    1.585091,    1.466814,    1.466814,   63.801904,  -14.764431,   -0.001421,  -51.343023,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    2.047703,    0.235624,    0.001300,    0.001500,    0.000000
2009-01-29 24:00:00,477101714.037761,    0.000000,7132430.510450,    0.000000,405411.048000,450434.865600,    0.000000,-25127.861740,    0.000000,    0.000000,    0.000000,   24.747370,38855544.237102,    0.200177,    0.000000,  100.000000,    0.000000,    0.336495,    1.639112,    1.519984,    1.519984,   63.944423,  -18.360578,   -0.000843,  -49.832572,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    0.908758,    0.230616,    0.001300,    0.001500,    0.000000
2009-01-30 24:00:00,476615276.037104,    0.000000,7542209.848332,    0.000000,401269.636800,442553.673600,    0.000000,-32078.861308,    0.000000,    0.000000,    0.000000,   24.734672,38805913.060933,    0.211949,    0.000000,  100.000000,    0.000000,    0.338763,    1.736879,    1.647095,    1.647095,   75.672088,  -23.469554,   -0.000423,  -81.158457,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    4.124831,    0.235386,    0.001300,    0.001500,    0.000000
2009-01-31 24:00:00,476458018.142575,    0.000000,7643229.695510,    0.000000,392013.864000,434342.520000,    0.000000,-12238.726405,    0.000000,    0.000000,    0.000000,   24.730566,38789868.068032,    0.214877,    0.000000,  100.000000,    0.000000,    0.343756,    1.799728,    1.213558,    1.213558,   78.424476,   -8.957808,   -0.000198,  -58.954244,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    1.357816,    0.235306,    0.001300,    0.001500,    0.000000
2009-02-01 24:00:00,476140858.649855,    0.000000,7904051.355270,    0.000000,377334.331200,423793.036800,    0.000000,-6682.452359,    0.000000,    0.000000,    0.000000,   24.722287,38757508.345651,    0.222395,    0.000000,  100.000000,    0.000000,    0.345618,    1.864464,    1.667659,    1.667659,   76.690073,   -4.895125,    0.000817,  -80.789854,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    1.967221,    0.235181,    0.001300,    0.001500,    0.000000
2009-02-02 24:00:00,475835460.083989,    0.000000,8154048.040623,    0.000000,387623.793600,416679.120000,    0.000000,-23020.650740,    0.000000,    0.000000,    0.000000,   24.714314,38726348.588388,    0.229613,    0.000000,  100.000000,    0.000000,    0.348955,    1.931071,    1.726858,    1.726858,   75.755253,  -16.876984,    0.000337,  -72.810840,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    1.551312,    0.235032,    0.001300,    0.001500,    0.000000
2009-02-03 24:00:00,475506726.711806,    0.000000,8414610.143370,    0.000000,385268.443200,414549.792000,    0.000000,-34857.994538,    0.000000,    0.000000,    0.000000,   24.705733,38692807.985299,    0.237156,    0.000000,  100.000000,    0.000000,    0.352062,    1.982179,    1.894251,    1.894251,   57.575031,  -25.577374,   -0.000885,  -59.618630,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    1.130595,    0.234833,    0.001300,    0.001500,    0.000000
2009-02-04 24:00:00,475121273.753473,    0.000000,8727379.301360,    0.000000,362504.332800,410735.491200,    0.000000,-19442.481029,    0.000000,    0.000000,    0.000000,   24.695653,38653514.659287,    0.246221,    0.000000,  100.000000,    0.000000,    0.355214,    2.058656,    1.975453,    1.975453,   81.841541,  -14.280601,   -0.001150,  -87.406876,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    2.837488,    0.234652,    0.001300,    0.001500,    0.000000
2009-02-05 24:00:00,474779091.566992,    0.000000,9019752.465751,    0.000000,375497.078400,406211.112000,    0.000000,-15021.247846,    0.000000,    0.000000,    0.000000,   24.686685,38618672.782106,    0.254699,    0.000000,  100.000000,    0.000000,    0.358883,    2.140097,    1.668505,    1.668505,   81.787121,  -11.043137,   -0.000754,  -87.377846,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    2.176334,    0.234489,    0.001300,    0.001500,    0.000000
2009-02-06 24:00:00,474685015.967384,    0.000000,9115181.026582,    0.000000,405422.755200,398702.260800,    0.000000,-4330.862038,    0.000000,    0.000000,    0.000000,   24.684219,38609093.760705,    0.257458,    0.000000,  100.000000,    0.000000,    0.362205,    2.201885,    0.866745,    0.866745,   82.428259,   -3.184700,   -0.000072,  -70.615670,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    0.421652,    0.234361,    0.001300,    0.001500,    0.000000
2009-02-07 24:00:00,474713480.521466,    0.000000,9152377.971530,    0.000000,455341.824000,390707.064000,    0.000000,  -89.094693,    0.000000,    0.000000,    0.000000,   24.684965,38611992.095383,    0.258489,    0.000000,  100.000000,    0.000000,    0.362117,    2.257105,    0.846879,    0.846879,   81.255143,    0.000000,    0.000863,  -54.785213,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    1.205771,    0.234172,    0.001300,    0.001500,    0.000000
2009-02-08 24:00:00,474621546.145881,    0.000000,9316559.641818,    0.000000,466634.174400,393186.830400,    0.000000, -917.077891,    0.000000,    0.000000,    0.000000,   24.682556,38602631.098963,    0.263190,    0.000000,  100.000000,    0.000000,    0.363659,    2.313218,    1.206240,    1.206240,   83.698051,   -0.674486,    0.000394,  -76.811925,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    3.096937,    0.233988,    0.001300,    0.001500,    0.000000
2009-02-09 24:00:00,475039307.341004,    0.000000,9058522.042187,    0.000000,553100.702400,389899.008000,    0.000000,-10477.986805,    0.000000,    0.000000,    0.000000,   24.693505,38645168.626708,    0.255619,    0.000000,  100.000000,    0.000000,    0.362471,    2.347734,    0.091701,    0.091701,   48.702013,   -1.192924,    0.000211,  -10.382085,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    0.525629,    0.233802,    0.001300,    0.001500,    0.000000
2009-02-10 24:00:00,475556280.884829,    0.000000,9055682.976564,    0.000000,884821.233600,382826.606400,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   24.707027,38697863.988094,    0.255191,    0.000000,  100.000000,    0.000000,    0.361276,    2.403373,    0.371622,    0.371622,   83.247351,    0.000000,    0.001457,  -44.995756,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    3.116655,    0.233621,    0.001300,    0.001500,    0.000000
2009-02-11 24:00:00,476287435.689762,    0.000000,8966337.266471,    0.000000,1082661.033600,454536.921600,    0.000000,-2524.482350,    0.000000,    0.000000,    0.000000,   24.726113,38772463.572998,    0.252187,    0.000000,  100.000000,    0.000000,    0.360357,    2.434613,    0.391768,    0.391768,   43.791858,    0.000000,    0.000947,  -17.750503,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    0.814529,    0.233444,    0.001300,    0.001500,    0.000000
2009-02-12 24:00:00,476871867.385210,    0.000000,8898771.535172,    0.000000,1072738.987200,554485.996800,    0.000000,-14254.662600,    0.000000,    0.000000,    0.000000,   24.741370,38832093.027104,    0.249902,    0.000000,  100.000000,    0.000000,    0.359738,    2.466564,    0.271493,    0.271493,   45.402986,   -6.030369,    0.000476,  -15.326077,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    2.084111,    0.233234,    0.001300,    0.001500,    0.000000
2009-02-13 24:00:00,477277726.636628,    0.000000,8881038.113446,    0.000000,991744.689600,608264.726400,    0.000000,-4508.474651,    0.000000,    0.000000,    0.000000,   24.751965,38873502.768900,    0.249138,    0.000000,  100.000000,    0.000000,    0.359672,    2.517245,    0.257636,    0.257636,   77.327634,   -2.028613,    0.000314,  -42.586152,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,   13.266364,    0.232978,    0.001300,    0.001500,    0.000000
2009-02-14 24:00:00,477373257.990152,  -11.134064,8912601.378730,    0.000000,782174.404800,647565.019200,    0.000000,-10416.927487,    0.000000,    0.000000,   81.354467,   24.754459,38883249.814628,    0.249961,   -0.000001,  500.000000,    0.000000,    0.358772,    2.570332,    0.635138,    0.635138,   81.975485,   -7.606080,    0.000093,  -42.595649,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    2.541082,    0.232698,    0.001300,    0.001500,    0.000000
2009-02-15 24:00:00,477245585.759259,  -11.130334,9030162.299671,    0.000000,678943.684800,673443.504000,    0.000000,-14576.683780,    0.000000,    0.000000,    0.000000,   24.751126,38870223.441329,    0.253343,   -0.000001,  500.000000,    0.000000,    0.360361,    2.619076,    0.939886,    0.939886,   75.870267,  -10.646957,   -0.000050,  -56.248490,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    5.652628,    0.232399,    0.001300,    0.001500,    0.000000
2009-02-16 24:00:00,477212395.524025,  -11.129364,9167940.589485,    0.000000,798812.841600,690485.299200,    0.000000,-5013.369965,    0.000000,    0.000000,    0.000000,   24.750259,38866837.047976,    0.257231,   -0.000001,  500.000000,    0.000000,    0.361681,    2.675946,    1.094824,    1.094824,   91.091665,   -3.662135,    0.000160,  -77.226180,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    2.125125,    0.232088,    0.001300,    0.001500,    0.000000
2009-02-17 24:00:00,477407383.657159,  -11.135061,9077940.105726,    0.000000,809654.313600,700013.059200,    0.000000,-8054.594355,    0.000000,    0.000000,    0.000000,   24.755349,38886731.649906,    0.254575,   -0.000001,  500.000000,    0.000000,    0.361934,    2.721710,    0.568147,    0.568147,   72.701859,   -2.183092,    0.000334,  -43.277247,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    4.990461,    0.231769,    0.001300,    0.001500,    0.000000
2009-02-18 24:00:00,477485936.230819,  -11.137356,9065901.469639,    0.000000,795350.404800,717108.379200,    0.000000,-13594.040964,    0.000000,    0.000000,    0.000000,   24.757400,38894746.353972,    0.254185,   -0.000001,  500.000000,    0.000000,    0.360904,    2.743213,    0.571194,    0.571194,   30.709854,   -8.307286,   -0.000016,  -12.969827,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    0.697665,    0.231450,    0.001300,    0.001500,    0.000000
2009-02-19 24:00:00,477319817.843397,  -11.132503,9352965.821109,    0.000000,883578.067200,735354.763200,    0.000000,-27999.612130,    0.000000,    0.000000,    0.000000,   24.753064,38877797.326676,    0.262348,   -0.000001,  500.000000,    0.000000,    0.362007,    2.802285,    1.629025,    1.629025,   97.359697,  -20.447215,   -0.000238,  -78.582708,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    1.981310,    0.231124,    0.001300,    0.001500,    0.000000
2009-02-20 24:00:00,477288311.967978,  -11.131582,9491671.098507,    0.000000,870799.075200,756277.387200,    0.000000,-8708.225168,    0.000000,    0.000000,    0.000000,   24.752241,38874582.788233,    0.266261,   -0.000001,  500.000000,    0.000000,    0.365119,    2.850647,    0.898411,    0.898411,   80.685497,   -6.359862,   -0.000463,  -72.224021,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    4.030726,    0.230777,    0.001300,    0.001500,    0.000000
2009-02-21 24:00:00,477269426.915368,  -55.777960,9557438.782987,    0.000000,853819.574400,788468.990400,    0.000000,-19692.727214,    0.000000,    0.000000,  401.372292,   24.751748,38872655.949927,    0.268119,   -0.000003,  500.000000,    0.000000,    0.366574,    2.871658,    0.818681,    0.818681,   31.934708,  -14.382867,   -0.000466,  -22.565272,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    0.678552,    0.230433,    0.001300,    0.001500,    0.000000
2009-02-22 24:00:00,477257864.105629,  -55.776267,9599940.084175,    0.000000,853474.017600,799895.952000,    0.000000,-23303.703163,    0.000000,    0.000000,    0.000000,   24.751446,38871476.198661,    0.269320,   -0.000003,  500.000000,    0.000000,    0.366790,    2.920965,    0.827050,    0.827050,   85.136909,  -17.020712,   -0.000543,  -46.845109,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    3.168923,    0.230075,    0.001300,    0.001500,    0.000000
2009-02-23 24:00:00,477153419.459520,  -55.760976,9742767.878772,    0.000000,840443.644800,794649.139200,    0.000000,-6944.836538,    0.000000,    0.000000,    0.000000,   24.748720,38860819.731395,    0.273402,   -0.000003,  500.000000,    0.000000,    0.367257,    2.984967,    1.349270,    1.349270,  101.580292,   -5.073806,   -0.000511,  -78.370466,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    2.869859,    0.234469,    0.001300,    0.001500,    0.000000
2009-02-24 24:00:00,477138776.895643,  -55.758832,9767749.662249,    0.000000,817075.512000,792312.278400,    0.000000,-14614.335255,    0.000000,    0.000000,    0.000000,   24.748338,38859325.753403,    0.274113,   -0.000003,  500.000000,    0.000000,    0.368452,    3.022779,    0.959848,    0.959848,   58.255652,   -7.754962,   -0.000262,  -45.297611,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    2.563663,    0.234092,    0.001300,    0.001500,    0.000000
2009-02-25 24:00:00,477302102.992521,  -55.782743,9662294.464774,    0.000000,846026.467200,783629.251200,    0.000000,-7220.318387,    0.000000,    0.000000,    0.000000,   24.752601,38875989.883829,    0.271038,   -0.000003,  500.000000,    0.000000,    0.367047,    3.067605,    0.737271,    0.737271,   70.523207,   -1.180619,    0.000495,  -36.330440,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    4.058491,    0.233718,    0.001300,    0.001500,    0.000000
2009-02-26 24:00:00,477633165.190252,  -55.831211,9513450.014952,    0.000000,999834.926400,817300.756800,    0.000000,-6380.721323,    0.000000,    0.000000,    0.000000,   24.761243,38909768.096543,    0.266631,   -0.000003,  500.000000,    0.000000,    0.366728,    3.107607,    0.290246,    0.290246,   62.948017,   -0.428369,    0.000430,  -29.827363,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    1.547288,    0.233350,    0.001300,    0.001500,    0.000000
2009-02-27 24:00:00,477751846.854062, -467.397478,9615612.532635,    0.000000,1137361.392000,901220.126400,    0.000000,-20598.277506,    0.000000,    0.000000,    1.867669,   24.764342,38921877.164002,    0.269410,   -0.000024,  500.000000,    0.000000,    0.365685,    3.163485,    1.082112,    1.082112,   90.462355,  -15.025223,   -0.000003,  -50.216982,    0.000000,    0.000000,    0.159641,    3.879640,    1.576345,    2.096865,    0.232971,    0.001300,    0.001500,    0.000000
